time, converged, iters, rel_resid, resid
16108, 1, 1207, 9.76821e-09, 9.77181e-09
16165, 1, 1207, 9.76821e-09, 9.77181e-09
16163, 1, 1207, 9.76821e-09, 9.77181e-09
16291, 1, 1207, 9.76821e-09, 9.77181e-09
16168, 1, 1207, 9.76821e-09, 9.77181e-09
16173, 1, 1207, 9.76821e-09, 9.77181e-09
16068, 1, 1207, 9.76821e-09, 9.77181e-09
16174, 1, 1207, 9.76821e-09, 9.77181e-09
16189, 1, 1207, 9.76821e-09, 9.77181e-09
16120, 1, 1207, 9.76821e-09, 9.77181e-09
