time, converged, iters, rel_resid, resid
1864, 1, 1207, 9.74094e-09, 9.74421e-09
1934, 1, 1207, 9.74228e-09, 9.74524e-09
1932, 1, 1207, 9.73747e-09, 9.74093e-09
1855, 1, 1207, 9.74094e-09, 9.74421e-09
1859, 1, 1207, 9.73747e-09, 9.74093e-09
1877, 1, 1206, 9.99912e-09, 1.00024e-08
1844, 1, 1207, 9.74094e-09, 9.74421e-09
1866, 1, 1207, 9.74089e-09, 9.74411e-09
1854, 1, 1207, 9.74094e-09, 9.74415e-09
1887, 1, 1206, 9.99389e-09, 9.99724e-09
