time, converged, iters, rel_resid, resid
10931, 1, 1207, 9.7431e-09, 9.74707e-09
10815, 1, 1207, 9.7431e-09, 9.74707e-09
10778, 1, 1207, 9.7431e-09, 9.74707e-09
10638, 1, 1207, 9.7431e-09, 9.74707e-09
10640, 1, 1207, 9.7431e-09, 9.74707e-09
10554, 1, 1207, 9.7431e-09, 9.74707e-09
10630, 1, 1207, 9.7431e-09, 9.74707e-09
10788, 1, 1207, 9.7431e-09, 9.74707e-09
10760, 1, 1207, 9.7431e-09, 9.74707e-09
10781, 1, 1207, 9.7431e-09, 9.74707e-09
