time, converged, iters, rel_resid, resid
4696, 1, 1240, 9.95072e-09, 9.95305e-09
4583, 1, 1240, 9.95072e-09, 9.95305e-09
4731, 1, 1240, 9.95072e-09, 9.95305e-09
4686, 1, 1240, 9.95109e-09, 9.95365e-09
4659, 1, 1240, 9.95072e-09, 9.95305e-09
4671, 1, 1240, 9.95072e-09, 9.95305e-09
4738, 1, 1240, 9.95072e-09, 9.95305e-09
4644, 1, 1240, 9.95072e-09, 9.95305e-09
4734, 1, 1240, 9.95072e-09, 9.95305e-09
4713, 1, 1240, 9.95072e-09, 9.95305e-09
