time, converged, iters, rel_resid, resid
2605, 1, 1240, 9.95119e-09, 9.95482e-09
2620, 1, 1240, 9.95119e-09, 9.95482e-09
2612, 1, 1240, 9.9638e-09, 9.96661e-09
2609, 1, 1240, 9.95119e-09, 9.95482e-09
2574, 1, 1240, 9.9638e-09, 9.96661e-09
2607, 1, 1240, 9.94988e-09, 9.95307e-09
2597, 1, 1240, 9.95834e-09, 9.96181e-09
2599, 1, 1240, 9.95163e-09, 9.95487e-09
2576, 1, 1240, 9.95119e-09, 9.95482e-09
2587, 1, 1240, 9.95119e-09, 9.95482e-09
