time, converged, iters, rel_resid, resid
13158, 1, 1240, 9.97487e-09, 9.97824e-09
12924, 1, 1240, 9.97487e-09, 9.97824e-09
12852, 1, 1240, 9.97487e-09, 9.97824e-09
12813, 1, 1240, 9.97487e-09, 9.97824e-09
12840, 1, 1240, 9.97487e-09, 9.97824e-09
13336, 1, 1240, 9.97487e-09, 9.97824e-09
13515, 1, 1240, 9.97487e-09, 9.97824e-09
13218, 1, 1240, 9.97487e-09, 9.97824e-09
12837, 1, 1240, 9.97487e-09, 9.97824e-09
12886, 1, 1240, 9.97487e-09, 9.97824e-09
